Date,SEM_Google_Spend,SEM_Google_Clicks,SEM_Google_Impressions,Preload_IronSource_Aura_Spend,Preload_IronSource_Aura_launches,Preload_IronSource_Aura_impressions,Preload_IronSource_Aura_app_downloads,Programmatic_Bidease_Spend,Programmatic_Bidease_Clicks,Programmatic_Bidease_Impressions,Preload_Digital_Turbine_Spend,Preload_Digital_Turbine_launches,Preload_Digital_Turbine_impressions,Preload_Digital_Turbine_app_downloads,Programmatic_Tapjoy_Spend,Programmatic_Tapjoy_Clicks,Programmatic_Tapjoy_Impressions,SEM_Apple_Search_Ads_Spend,SEM_Apple_Search_Ads_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Spend,Programmatic_LiftOff_Clicks,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Spend,Programmatic_IronSource_Sonic_Clicks,Programmatic_IronSource_Sonic_Impressions,PaidSocial_Twitter_Spend,PaidSocial_Twitter_Clicks,PaidSocial_Twitter_Impressions,Programmatic_TikTok_Spend,Programmatic_TikTok_Clicks,Programmatic_TikTok_Impressions,PaidSocial_Vibe_Spend,PaidSocial_Vibe_Clicks,PaidSocial_Vibe_Impressions,Programmatic_Persona.ly_Spend,Programmatic_Persona.ly_Clicks,Programmatic_Persona.ly_Impressions,SocialEng_Facebook_Impressions,SocialEng_Facebook_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_LinkedIn_Total_Engagements,SocialEng_LinkedIn_Estimated_Clicks,SocialEng_YouTube_Impressions,SocialEng_YouTube_Total_Engagements,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Impressions,SocialEng_Instagram_Total_Engagements,SocialEng_Instagram_Estimated_Clicks,SocialEng_Twitter_Impressions,SocialEng_Twitter_Total_Engagements,SocialEng_Twitter_Estimated_Clicks,SocialEng_TikTok_Impressions,SocialEng_TikTok_Total_Engagements,OrganicSearch_Google_Clicks,OrganicSearch_Google_Impressions,OrganicSearch_Google_Position,Overall_Product_Visits,US Weather Impact Rating,EventsCamp/Vend_Campaign_Flag,EventsCamp/Vend_Campaign/Vendor(s),Critical_Event_Flag,Overall_Visits_Critical_Event_Flag,Installs_Critical_Event_Flag,Visits_Critical_Event_Flag,Event_Name,MobileWeb_TWC Mobile Web_Visits,Apps_TWC Universal Android 4G+_Visits,Apps_TWC Universal iOS 4G+_Visits,Web_TWC Web_Visits,Overall_Web_Visits,Twitter_TikTok_Combined_Spend,Twitter_TikTok_Combined_Clicks,Twitter_TikTok_Combined_Impressions,Influencer_Spend,Influencer_Daily_Impressions,Total_App_Installs,Usage,Preference,Seen as experts,Net Favorability,Net Trust,Realibality,Accuracy,NPS,Positive impact on community,Positive impact on well being,Brand_Spend,Brand_Impressions
16-10-2021,933.504235,3316,50164,597.38,1443,23977,2023,331.2,1,273830,1046.62,57,0,6946,0,0,0,3402.53,4505,56614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.33,1759,11351,1357689,6002,8201,622,17,18,0,0,0,123498,2403,0,32188698,1701,46,0,0,1143576,11458677,3.93,48650517,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10422877,8649626,26621052,2956962,13379839,0,0,0,0,0,54666,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6204.5,1349588
17-10-2021,810.97378,2880,48915,574.36,1349,23157,1980,309.35,1,316610,897.4,38,0,4481,0,0,0,2375.29,3232,53546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.75,1644,10034,527215,1473,15512,2411,43,36,0,0,0,142374,3248,0,8080693,421,70,0,0,900159,9019629,3.93,36484388,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7518231,6642073,19703272,2620812,10139043,0,0,0,0,0,44137,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6424.9,1621747
18-10-2021,735.021878,2485,42759,564.8,1211,23466,1984,226.55,0,308921,895.88,43,0,6387,0,0,0,2477.69,3268,58019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.78,1808,10252,2061197,7900,13487,223759,6034,3345,0,0,0,487589,21798,0,37314666,2056,812,0,0,1021016,10230621,3.93,36822833,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7628736,6502850,19116450,3574797,11203533,0,0,0,0,0,42756,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5926.175,1476861
19-10-2021,554.925549,1872,33460,633.23,1118,22952,2246,208.15,1,303720,797.54,34,0,6206,0,0,0,2147.54,3057,57143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.5,3181,20272,1523280,6309,6613,97201,1836,725,0,0,0,623657,31280,0,22569549,1646,475,0,0,933405,9352756,3.93,33886421,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7221768,6033257,17233199,3398197,10619965,0,0,0,0,0,37174,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6113.4375,1366552
20-10-2021,710.147227,2389,37431,682.63,1127,25567,2380,261.05,0,296225,888.05,36,0,6702,0,0,0,2423.94,3317,53131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.47,4369,26368,1577553,4778,7597,146064,2838,2311,0,0,0,295895,8080,0,43591373,1894,2115,0,0,1094629,10968226,3.93,38920880,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8196907,6955941,19977452,3790580,11987487,0,0,0,0,0,41454,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5999.725,1265905
21-10-2021,1806.00359,4459,73494,788.27,1291,27287,2755,267.95,0,291838,1062.96,56,0,8502,0,0,0,2955.15,3776,53757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.5,2825,17362,1926225,7805,16285,1575645,2483,1003,0,0,0,646576,23334,0,30730276,1454,1302,0,0,1279578,12821423,3.93,44634190,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9342394,7998586,23188356,4104854,13447248,0,0,0,0,0,48532,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6142.475,1216464
22-10-2021,2857.11703,6199,107840,832.35,1336,26831,2881,250.7,0,270901,1052.04,24,0,8111,0,0,0,3613.73,3695,56698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.29,1801,11274,2296049,8661,19535,47311,1538,1167,0,0,0,505008,25248,0,49264450,2239,299,0,0,1198682,12010842,3.93,40778872,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8886621,7192118,21048996,3651137,12537758,0,0,0,0,0,47633,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6072.5,1221838
23-10-2021,3835.93527,8037,137808,924.58,1535,30120,3185,287.5,2,255553,1030.33,47,0,9552,0,0,0,4160.24,4401,58650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.68,1401,9592,1949903,9708,42757,0,0,0,0,0,0,238030,8677,0,19859056,985,13,0,0,1184174,11865471,3.93,43426137,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10121696,7651687,22694251,2958503,13080199,0,0,0,0,0,50609,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6462.525,1447399
24-10-2021,6216.60749,12985,216430,810.87,1615,25907,2799,410.55,1,319259,1482.74,45,0,6950,0,0,0,7567.57,8075,75549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.41,1532,10095,1042390,4420,29375,2914,53,39,0,12,0,312162,6760,0,25770410,1376,108,0,0,1640909,16441974,3.93,58860967,1.75,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,14306595,10093601,30575899,3884872,18191467,0,0,0,0,0,63658,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6343.5625,1663606
25-10-2021,5646.74346,12196,307979,702.37,1679,26487,2448,294.4,1,295448,1479.71,30,0,8177,0,0,0,10202.63,10881,95461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.25,1826,11446,1838821,6284,13349,85552,1611,601,0,52,14,475149,11737,0,52243346,2224,2909,0,0,2040770,20448597,3.93,62792689,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,14582608,10528091,31668749,6013241,20595849,0,0,0,0,0,73592,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5822.8875,1321434
26-10-2021,5280.8103,10731,239144,754.31,1556,24073,2679,248.4,0,292572,1257.58,28,0,7639,0,0,0,6626.92,7301,79565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.44,2056,12328,1452550,4602,8722,55975,2686,299,0,0,0,361991,7590,0,33801924,1694,9784,0,0,1533243,15363156,3.93,52169801,1.75,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11519613,8909756,26712136,5028296,16547909,0,0,0,0,0,56345,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5911.2875,1236345
27-10-2021,5515.84159,10707,205329,797.81,1673,27921,2808,262.2,0,280261,1347.06,45,0,7891,0,0,0,8625.79,7442,77828,0,0,0,0,0,0,2056,2160,427586,0,0,0,0,0,0,159.46,1905,12540,2747143,11971,22373,101144,1845,415,0,0,0,501386,16255,0,68534313,2690,390,0,0,1432941,14358126,3.93,54468188,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,12170769,9372124,28351152,4574143,16744912,2056,2160,427586,0,0,60730,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6028.8375,1038660
28-10-2021,5698.18252,10785,201476,815.43,1593,25398,2846,282.9,1,250703,1337.6,38,0,8081,0,0,0,8378.31,7168,72825,0,0,0,0,0,0,2056,1872,413946,0,0,0,0,0,0,187.64,1799,10485,1806243,6644,11164,710407,1720,383,0,10,0,394047,9730,0,50640109,1920,998,0,0,1523231,15262836,3.93,56104471,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,12596146,9698978,29033335,4776012,17372158,2056,1872,413946,0,0,59490,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6306.8625,1068440
29-10-2021,6349.17257,10933,225722,804.86,1490,25865,2793,338.1,1,234661,1218.12,38,0,10340,0,0,0,7463.13,6791,70078,0,0,0,0,0,0,2055.91155,3601,496254,0,0,0,0,0,0,160.21,1442,8306,2184118,6138,40792,143909,3200,1309,0,0,0,788357,23136,0,58601433,2363,497,0,0,1459038,14619619,3.93,53176235,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11755871,9103268,27792660,4524436,16280307,2055.91155,3601,496254,0,0,55500,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6428.6125,1227105
30-10-2021,6143.01785,10212,240162,1043.74,1514,30876,4097,289.8,1,239579,1345.42,43,0,10546,0,0,0,5809.8,5381,65836,0,0,0,0,0,0,2056,3036,454929,0,0,0,0,0,0,126.73,1251,9192,801124,2679,13793,0,0,0,0,0,0,127425,2735,0,26114105,1311,54,0,0,994636,9966293,3.93,42786066,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9010854,7536467,23385744,2853001,11863855,2056,3036,454929,0,0,52201,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6447.5375,1222481
31-10-2021,5171.59508,8521,192697,913.15,1546,28944,3572,312.8,2,306946,1247.41,43,0,6802,0,0,0,4714.66,4368,62001,0,0,0,0,0,0,2037.28571,3846,643333,0,0,0,0,0,0,119.6,1359,8855,827340,3840,5868,2329,24,19,0,0,0,198213,3432,0,35979468,1861,53,0,0,824583,8262355,3.93,36993992,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7538734,6824749,20044292,2586217,10124951,2037.28571,3846,643333,0,0,45513,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6470.025,1501077
01-11-2021,4648.76722,7638,168203,634.5,1267,22917,2168,231.15,4,312464,1179.37,38,0,11279,0,0,0,4629.45,4136,59789,0,0,0,0,0,0,2030.0406,3993,757032,0,0,0,0,0,0,100.22,1187,7811,1980388,7018,11703,126591,2429,649,0,0,0,638262,23785,0,37367353,1604,873,0,0,1019543,10215862,3.93,37582212,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7413942,6835625,19513000,3819645,11233587,2030.0406,3993,757032,0,0,42341,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5883.8875,1603077
02-11-2021,4731.23498,7904,160390,876.43,1358,29065,3002,276,0,321376,1374.86,34,0,7932,0,0,0,4445.94,4169,57758,0,0,0,0,0,0,1550.110771,2765,541203,0,0,0,0,0,0,106.17,1519,8567,1562597,5483,12551,146988,2290,1339,0,0,0,338981,10030,0,35666204,1529,1410,0,0,1025867,10279228,3.93,39183993,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7842692,7166986,20484210,3690105,11532797,1550.110771,2765,541203,0,0,45162,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6071.2625,1428794
03-11-2021,5183.17661,8454,160088,1000.25,1394,30084,3415,328.9,0,286895,1348.57,33,0,9125,0,0,0,4844.96,4630,58736,0,0,0,0,0,0,1635.875542,2460,515357,0,0,0,0,0,0,106.65,1397,8379,1440676,4144,7467,189371,2952,664,0,0,0,397544,8387,0,38708748,1302,962,0,0,1024313,10263657,3.93,39424864,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8038936,7206617,20492428,3686883,11725819,1635.875542,2460,515357,0,0,47027,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6279.3625,1371671
04-11-2021,5086.43785,8267,167040,1062.76,1622,34156,3588,342.7,0,282061,1296.75,26,0,8820,0,0,0,3168.39,3693,59831,0,0,0,0,0,0,1306.391883,1825,396448,649.999999,966,90571,0,0,0,181.86,1842,10070,1622232,6395,12554,110230,1431,390,0,56,0,263080,8338,0,35215325,1262,708,0,0,989800,9917836,3.93,37172391,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8154138,6709357,18844235,3464661,11618799,1956.391882,2791,487019,0,0,47020,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5988.5625,1237604
05-11-2021,4823.20219,7913,155148,1072.64,1601,30408,3615,285.2,0,260097,1212.27,28,0,7914,0,0,0,3702.03,4745,69392,0,0,0,0,0,0,1540.524266,2131,478870,649.999999,751,73137,0,0,0,151.13,1532,8545,1600195,5306,9546,21907,1494,308,0,1,0,535975,19362,0,45349373,1578,452,0,0,969152,9710942,3.93,36239690,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7977796,6448530,18670850,3142514,11120310,2190.524265,2882,552007,0,0,46166,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6143.95,1227054
06-11-2021,4548.88003,7491,159008,1005.66,1586,30275,3377,289.8,0,254473,1180.34,28,0,8266,0,0,0,3791.96,4522,62187,0,0,0,0,0,0,1636.656102,1875,448923,650,801,78537,0,0,0,108.04,1362,7847,759453,3063,5201,0,0,0,0,8,0,76288,1551,0,27900286,1094,41,0,0,764208,7657395,3.93,33280991,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7269767,6094435,17665064,2251725,9521492,2286.656102,2676,527460,0,0,43901,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6473.8,1235764
07-11-2021,4381.18568,7319,165694,815.61,1415,27672,2744,310.5,2,294264,1172.69,37,0,6370,0,0,0,3718.48,4209,58042,0,0,0,0,0,0,2054.566471,2971,612628,649.68,811,79412,0,0,0,186.53,2293,13596,277548,452,302,43658,810,338,0,0,0,119414,2029,0,15958192,283,68,0,0,738117,7395962,3.93,33043088,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7379000,5947058,17406217,2310813,9689813,2704.246471,3782,692040,0,0,41616,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6645.775,1468721
08-11-2021,4484.24969,7056,161706,837,1424,24693,2840,251.85,2,273134,1037.83,32,0,6231,0,0,0,3504.68,3831,56410,0,0,0,0,0,0,1582.173864,2163,481721,640.199999,1285,73372,0,0,0,156.7,1875,11491,1876739,6156,13353,151187,3464,2504,0,0,0,421316,10374,0,38931876,1569,1156,0,0,896405,8982014,3.93,34517460,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7296148,6184673,17716790,3319849,10615997,2222.373863,3448,555093,0,0,39658,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5981.7375,1322106
09-11-2021,6707.84957,8988,239664,883.56,1479,25636,2976,265.65,1,271431,1059.41,30,0,6017,0,0,0,4440.3,4748,57609,0,0,0,0,0,0,1042.794232,1186,288300,617.86,693,65831,0,0,0,227.38,2264,12929,1802787,6831,26024,734715,2782,1130,0,59,0,434166,11122,0,34220104,1486,907,0,0,975903,9778587,3.93,36525503,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7991030,6542274,18541334,3450865,11441895,1660.654232,1879,354131,0,0,43781,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5993.675,1269793
10-11-2021,11493.544,13271,361937,909.67,1432,29547,3079,336.95,0,246066,1330.3,31,0,7988,0,0,0,4804.34,5892,66050,0,0,0,0,0,0,792.880971,906,218278,599.239999,808,70523,0,0,0,185.09,1846,10125,1852165,7127,21981,69435,1528,117189,0,0,0,401763,11835,0,37284317,1527,322,0,0,1070839,10729850,3.93,43820123,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9606003,8049209,22451435,3713476,13319479,1392.12097,1714,288801,0,0,47896,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6053.0125,1167032
11-11-2021,14355.0929,16100,450361,859.5,1760,28747,2944,267.95,1,228269,1347,37,0,7974,0,0,0,6095.06,7598,74282,0,0,0,0,0,0,1113.185245,1423,307433,714.8,924,95019,0,0,0,127.61,1328,7278,2144798,10760,53240,222201,5226,416,0,0,0,565376,18580,0,45554357,2112,944,0,0,1229497,12319609,3.93,50921760,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11380170,9272838,26257410,4011342,15391512,1827.985245,2347,402452,0,0,61721,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6208.575,1161364
12-11-2021,12478.3308,13591,389544,827.39,1628,25699,2849,273.7,0,235645,1298.28,25,0,9285,0,0,0,6132.89,7521,75384,130.264121,5272,35127,0,0,0,1181.443887,1246,292478,649.499999,867,78043,0,0,0,109.73,1167,6466,1966109,9593,17141,67724,1124,877,0,7,0,391668,13327,0,71985344,2085,599,0,0,1236264,12387415,3.93,48926168,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10573945,8528269,25866773,3957181,14531126,1830.943886,2113,370521,0,0,57615,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6134.9625,1147941
13-11-2021,13376.4333,14711,397410,735.85,1563,26154,2472,202.4,1,179116,1180.01,34,0,9120,0,0,0,7089.8,7253,72016,289.416167,11244,64012,0,0,0,908.635642,990,223180,649.499999,991,77847,0,0,0,93.68,1029,5596,1108059,3555,4648,0,0,0,0,0,0,134638,3677,0,35796487,989,9,0,0,995549,9975441,3.93,46165139,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11060722,8061203,24158883,2884331,13945053,1558.135641,1981,301027,0,0,55762,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6213.4875,1152129
14-11-2021,11251.7668,13044,364972,859.4,1548,27942,3189,226.55,1,268982,1224.66,38,0,7044,40.4,399,0,6654.33,6622,71433,323.472106,14704,75457,0,0,0,1363.523263,1525,360607,649.499998,1040,83184,0,0,0,90.29,1020,5786,1484900,3561,29711,46086,91,35,0,0,0,226165,4342,0,31828356,709,60,0,0,889840,8916232,3.93,40495540,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9873268,6979840,20909325,2733107,12606375,2013.023261,2565,443791,0,0,50219,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6425.5875,1312173
15-11-2021,9901.72844,11273,361723,823.06,1524,25727,3019,198.95,0,249131,1073.93,36,0,7606,31.2,365,0,3684.97,4623,59676,322.7852,12921,62467,0,0,0,1798.982776,2621,717943,900,1110,106961,0,0,0,68.29,761,4363,2411691,10262,26178,110567,1579,1626,0,0,0,305896,8386,0,50208312,2008,1331,0,0,943858,9457495,3.93,36331504,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8105210,6310617,18296926,3618751,11723961,2698.982776,3731,824904,0,0,45041,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6069.5,1235356
16-11-2021,9191.94144,10254,327217,951.32,1460,33355,3372,234.6,0,229050,1101.24,22,0,4776,26.6,298,0,4563.29,4888,61347,322.671569,12629,70473,0,0,0,1282.557163,1757,463676,919.47,1061,91715,0,0,0,73.37,777,4856,1482024,5356,9765,216663,3843,1957,0,20,0,274611,10866,0,51249485,2896,2818,0,0,899459,9012615,3.93,34290607,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7409790,6090047,17481787,3308983,10718773,2202.027163,2818,555391,0,0,42194,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6264.7625,1139818
17-11-2021,10569.2541,11688,331304,1045.69,1621,37551,3760,239.2,1,203858,1175.83,31,0,4290,23.2,250,0,5701.6,5771,62047,323.832572,11685,63553,0,0,0,1097.110364,1373,401724,806.66,920,75781,0,0,0,80.57,855,5571,2153100,8100,19608,76012,2529,689,0,14,4,437853,14347,0,50796128,1840,631,0,0,1002789,10047986,3.93,38324026,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7931735,6958049,19855322,3578920,11510655,1903.770364,2293,477505,0,0,46421,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6511.7,1232377
18-11-2021,13301.8303,14524,386694,1319.06,1857,63537,4760,278.3,1,184147,1248.42,38,0,5091,15.6,175,0,7232.88,6605,59277,323.786514,10848,78348,0,0,0,737.949505,856,234442,829.7,911,88273,0,0,0,64.98,711,4340,5933424,25916,24182,146706,2557,1072,0,0,0,203808,5839,0,44605323,1697,1413,0,0,1204993,12074078,3.93,45207184,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9383870,8052970,23799354,3970990,13354860,1567.649505,1767,322715,0,0,53554,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6145.975,1162136
19-11-2021,10276.4172,11354,326243,1452.31,1962,76155,5108,179.4,1,140416,998.4,28,0,5311,14.2,194,0,7403.82,5519,61976,696.656996,41437,178330,0,0,0,611.495657,762,200019,975.81,1073,100985,0,0,0,48.85,535,3255,1910833,12544,5863,55116,740,496,0,0,0,430185,20140,0,43021966,2292,601,0,0,979820,9817836,3.93,35420020,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7580020,6442153,18229330,3168517,10748537,1587.305657,1835,301004,0,0,47610,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6386.3125,1128254
20-11-2021,10206.9733,11494,327521,1809.86,2034,86941,6327,201.25,2,183242,998.28,42,0,6824,15.6,238,0,7313.78,5375,68813,1023.542078,71119,293012,0,0,0,709.701574,642,169810,976.099999,1154,107918,0,0,0,51.48,600,3568,856071,4317,2622,1480,51,0,0,0,0,162762,5232,0,20140582,720,104,0,0,739508,7409900,3.93,32987993,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7157794,5998812,17547271,2284116,9441910,1685.801573,1796,277728,0,0,45198,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6587.7125,1230608
21-11-2021,13380.5981,14890,360645,2002.6,2279,93829,6972,308.2,2,254887,1184.73,43,0,4933,22.8,285,0,7883.13,6053,68497,1024.465921,79297,301678,0,0,0,667.547301,668,167764,975.75,1185,113616,0,0,0,51.81,611,3694,872355,2233,9050,219,12,4,0,0,0,181743,3204,0,15881060,259,62,0,0,908215,9100351,3.93,40439937,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8694956,7322529,21772752,2649700,11344656,1643.297301,1853,281380,0,0,49917,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6001.225,1203149
22-11-2021,11263.7345,12535,352244,2100.27,2550,105540,7386,228.85,2,316570,1088.16,42,0,5090,21,259,0,7394.84,5680,66693,1024.251772,95484,226470,0,0,0,856.581422,824,234647,985.519998,1189,112064,0,0,0,49.77,600,3371,1191206,3141,7057,70750,1452,1103,0,0,0,355429,11009,0,37819655,1122,1658,0,0,975705,9776603,3.93,37879585,1.5,0,0,0,0,0,0,0,7749964,7003225,19753929,3372467,11122431,1842.10142,2013,346711,0,0,49814,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,0,0
23-11-2021,9316.23617,10504,316852,2509.26,2716,134387,8897,223.1,6,240331,867,24,0,3648,14.8,177,0,6296.87,4774,60140,1024.09813,91486,219448,0,0,0,960.623646,918,239352,1174.999998,1327,120823,0,0,0,108.61,992,6300,1605691,4741,20149,47220,653,384,0,65,13,485428,13731,0,39891553,928,1030,0,0,794690,7962826,3.93,32802745,1.25,0,0,0,0,0,0,0,7271341,6005818,16570401,2955185,10226526,2135.623644,2245,360175,0,0,43449,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,0,0
24-11-2021,9520.99445,10309,284279,2758.76,2651,119388,9385,181.7,557,161572,846.35,34,0,2938,18,187,0,6086.77,4725,61704,1024.639205,91003,220213,0,0,0,1324.305976,1134,291771,1600,2074,170477,0,0,0,122.31,1137,7261,1076303,2346,8261,67005,1023,1870,0,2,0,243308,5618,0,34437425,984,706,0,0,756806,7583226,3.93,32507278,1,0,0,0,0,0,0,0,7188425,5879269,16798629,2640955,9829380,2924.305976,3208,462248,0,0,43320,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,0,0
25-11-2021,9764.61701,10997,295727,2317.52,2534,85901,7912,262.2,1149,177192,928.35,42,0,2593,27,274,0,6817.6,5563,62655,1021.856733,79623,200923,0,0,0,1684.712449,1284,334770,1600,2065,189587,0,0,0,87.13,821,5095,685846,1777,4860,27745,343,175,0,12,0,121871,5037,0,22532763,713,151,0,0,724887,7263397,3.93,36053948,1.25,0,0,0,0,0,0,0,8463703,6435080,19042023,2113142,10576845,3284.712449,3349,524357,0,0,47135,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,0,0
26-11-2021,11238.9624,12116,317855,1818.95,2589,78092,6444,211.6,1259,168174,958.11,45,0,8307,36.6,340,0,7010.98,5781,65396,1024.272894,80822,221220,0,0,0,1752.456553,1539,364401,2105.98,2243,252284,0,0,0,64.55,693,3958,289158,491,17,92880,1517,867,0,0,0,0,0,0,12373196,509,212,0,0,846193,8478888,3.93,37232295,1.25,0,0,0,0,0,0,0,8526714,6630483,19521623,2553475,11080189,3858.436553,3782,616685,0,0,48223,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,0,0
27-11-2021,11985.6991,13132,333532,2058.76,2771,79334,6989,278.3,1477,186165,973.97,29,0,5713,37.6,411,0,7570.84,6099,70204,1024.570659,84705,235759,0,0,0,2139.752503,1907,479658,2150,2290,258240,0,0,0,55.75,535,3360,1016021,3744,5577,0,0,0,0,0,0,143055,2766,0,11923171,403,18,0,0,792663,7942515,3.93,37772306,1,0,0,0,0,0,0,0,8422351,6656224,20294237,2399494,10821845,4289.752503,4197,737898,0,0,53318,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,0,0
